Feature,TP,FP,TN,FN,Info Gain,CART Phi,p value,Chi Squared,Accuracy,Sensitivity,Specificity,Precison,Recall,F-Measure
ZMIZ1,11,4,267,97,0.210374849,0.070982519,0.000310529,0.000279407,0.733509235,0.101851852,0.985239852,0.733333333,0.101851852,0.178861789
ZNF609,11,3,268,97,0.21461996,0.073990017,0.000109201,8.57E-05,0.736147757,0.101851852,0.988929889,0.785714286,0.101851852,0.180327869
ZXDB,11,5,266,97,0.206841391,0.067975021,0.000753563,0.000774148,0.730870712,0.101851852,0.981549815,0.6875,0.101851852,0.177419355
ARID1B,10,6,265,98,0.200562828,0.057420931,0.003960283,0.005174513,0.725593668,0.092592593,0.977859779,0.625,0.092592593,0.161290323
ATRX,10,7,264,98,0.198213368,0.054413433,0.01018364,0.010480355,0.722955145,0.092592593,0.974169742,0.588235294,0.092592593,0.16
ATXN1,10,9,262,98,0.194434902,0.048398438,0.0329374,0.033120363,0.7176781,0.092592593,0.966789668,0.526315789,0.092592593,0.157480315
BCORL1,10,4,267,98,0.206584539,0.063435927,0.000859047,0.000885267,0.730870712,0.092592593,0.985239852,0.714285714,0.092592593,0.163934426
CHD3,10,8,263,98,0.196189429,0.051405936,0.014507394,0.019364871,0.720316623,0.092592593,0.970479705,0.555555556,0.092592593,0.158730159
CLASP1,10,8,263,98,0.196189429,0.051405936,0.014507394,0.019364871,0.720316623,0.092592593,0.970479705,0.555555556,0.092592593,0.158730159
DMTN,10,7,264,98,0.198213368,0.054413433,0.01018364,0.010480355,0.722955145,0.092592593,0.974169742,0.588235294,0.092592593,0.16
DNAH7,10,7,264,98,0.198213368,0.054413433,0.01018364,0.010480355,0.722955145,0.092592593,0.974169742,0.588235294,0.092592593,0.16
FOXJ3,10,9,262,98,0.194434902,0.048398438,0.0329374,0.033120363,0.7176781,0.092592593,0.966789668,0.526315789,0.092592593,0.157480315
KAT6B,10,7,264,98,0.198213368,0.054413433,0.01018364,0.010480355,0.722955145,0.092592593,0.974169742,0.588235294,0.092592593,0.16
MEF2C,10,9,262,98,0.194434902,0.048398438,0.0329374,0.033120363,0.7176781,0.092592593,0.966789668,0.526315789,0.092592593,0.157480315
NBEA,10,16,255,98,0.18708972,0.027345953,0.262990444,0.346528638,0.699208443,0.092592593,0.94095941,0.384615385,0.092592593,0.149253731
NCOR2,10,3,268,98,0.210547091,0.066443425,0.000323443,0.000290514,0.733509235,0.092592593,0.988929889,0.769230769,0.092592593,0.165289256
NFIA,10,7,264,98,0.198213368,0.054413433,0.01018364,0.010480355,0.722955145,0.092592593,0.974169742,0.588235294,0.092592593,0.16
NIPBL,10,7,264,98,0.198213368,0.054413433,0.01018364,0.010480355,0.722955145,0.092592593,0.974169742,0.588235294,0.092592593,0.16
NRK,10,6,265,98,0.200562828,0.057420931,0.003960283,0.005174513,0.725593668,0.092592593,0.977859779,0.625,0.092592593,0.161290323
ONECUT2,10,8,263,98,0.196189429,0.051405936,0.014507394,0.019364871,0.720316623,0.092592593,0.970479705,0.555555556,0.092592593,0.158730159
PCNP,10,4,267,98,0.206584539,0.063435927,0.000859047,0.000885267,0.730870712,0.092592593,0.985239852,0.714285714,0.092592593,0.163934426
PHF2,10,3,268,98,0.210547091,0.066443425,0.000323443,0.000290514,0.733509235,0.092592593,0.988929889,0.769230769,0.092592593,0.165289256
POTEG,10,1,270,98,0.222158516,0.072458421,2.16E-05,1.60E-05,0.73878628,0.092592593,0.996309963,0.909090909,0.092592593,0.168067227
PPP1R12A,10,5,266,98,0.2033155,0.060428429,0.001956083,0.002288319,0.72823219,0.092592593,0.981549815,0.666666667,0.092592593,0.162601626
PRKCE,10,11,260,98,0.191575407,0.042383442,0.077821742,0.080326297,0.712401055,0.092592593,0.959409594,0.476190476,0.092592593,0.15503876
RYBP,10,3,268,98,0.210547091,0.066443425,0.000323443,0.000290514,0.733509235,0.092592593,0.988929889,0.769230769,0.092592593,0.165289256
SCAF4,10,8,263,98,0.196189429,0.051405936,0.014507394,0.019364871,0.720316623,0.092592593,0.970479705,0.555555556,0.092592593,0.158730159
SCN3A,10,3,268,98,0.210547091,0.066443425,0.000323443,0.000290514,0.733509235,0.092592593,0.988929889,0.769230769,0.092592593,0.165289256
SLC6A6,10,7,264,98,0.198213368,0.054413433,0.01018364,0.010480355,0.722955145,0.092592593,0.974169742,0.588235294,0.092592593,0.16
SRRT,10,3,268,98,0.210547091,0.066443425,0.000323443,0.000290514,0.733509235,0.092592593,0.988929889,0.769230769,0.092592593,0.165289256
TPD52,10,3,268,98,0.210547091,0.066443425,0.000323443,0.000290514,0.733509235,0.092592593,0.988929889,0.769230769,0.092592593,0.165289256
TRPS1,10,8,263,98,0.196189429,0.051405936,0.014507394,0.019364871,0.720316623,0.092592593,0.970479705,0.555555556,0.092592593,0.158730159
UPF3A,10,8,263,98,0.196189429,0.051405936,0.014507394,0.019364871,0.720316623,0.092592593,0.970479705,0.555555556,0.092592593,0.158730159
ZBTB20,10,3,268,98,0.210547091,0.066443425,0.000323443,0.000290514,0.733509235,0.092592593,0.988929889,0.769230769,0.092592593,0.165289256
ZBTB34,10,4,267,98,0.206584539,0.063435927,0.000859047,0.000885267,0.730870712,0.092592593,0.985239852,0.714285714,0.092592593,0.163934426
ZFP91,10,1,270,98,0.222158516,0.072458421,2.16E-05,1.60E-05,0.73878628,0.092592593,0.996309963,0.909090909,0.092592593,0.168067227
ZNF148,10,4,267,98,0.206584539,0.063435927,0.000859047,0.000885267,0.730870712,0.092592593,0.985239852,0.714285714,0.092592593,0.163934426
ZNF644,10,8,263,98,0.196189429,0.051405936,0.014507394,0.019364871,0.720316623,0.092592593,0.970479705,0.555555556,0.092592593,0.158730159
ANKH,9,2,269,99,0.211229622,0.061904331,0.000306961,0.000275799,0.733509235,0.083333333,0.992619926,0.818181818,0.083333333,0.151260504
ARID4B,9,11,260,99,0.189586923,0.03483685,0.124149068,0.153999791,0.709762533,0.083333333,0.959409594,0.45,0.083333333,0.140625
ARID5B,9,4,267,99,0.202931808,0.055889335,0.002303557,0.002714276,0.72823219,0.083333333,0.985239852,0.692307692,0.083333333,0.148760331
BCAS3,9,1,270,99,0.217517451,0.064911829,7.35E-05,6.03E-05,0.736147757,0.083333333,0.996309963,0.9,0.083333333,0.152542373
CNTLN,9,3,268,99,0.206590856,0.058896833,0.000932709,0.000960869,0.730870712,0.083333333,0.988929889,0.75,0.083333333,0.15
DIAPH1,9,11,260,99,0.189586923,0.03483685,0.124149068,0.153999791,0.709762533,0.083333333,0.959409594,0.45,0.083333333,0.140625
DLG3,9,7,264,99,0.195356168,0.046866842,0.020321087,0.025743986,0.720316623,0.083333333,0.974169742,0.5625,0.083333333,0.14516129
DPF3,9,2,269,99,0.211229622,0.061904331,0.000306961,0.000275799,0.733509235,0.083333333,0.992619926,0.818181818,0.083333333,0.151260504
ELMSAN1,9,7,264,99,0.195356168,0.046866842,0.020321087,0.025743986,0.720316623,0.083333333,0.974169742,0.5625,0.083333333,0.14516129
FAM222A,9,4,267,99,0.202931808,0.055889335,0.002303557,0.002714276,0.72823219,0.083333333,0.985239852,0.692307692,0.083333333,0.148760331
GPM6A,9,10,261,99,0.190718225,0.037844348,0.070908639,0.107584577,0.712401055,0.083333333,0.963099631,0.473684211,0.083333333,0.141732283
HDAC4,9,5,266,99,0.199945329,0.052881837,0.004903674,0.006501917,0.725593668,0.083333333,0.981549815,0.642857143,0.083333333,0.147540984
IQSEC2,9,5,266,99,0.199945329,0.052881837,0.004903674,0.006501917,0.725593668,0.083333333,0.981549815,0.642857143,0.083333333,0.147540984
IRX3,9,3,268,99,0.206590856,0.058896833,0.000932709,0.000960869,0.730870712,0.083333333,0.988929889,0.75,0.083333333,0.15
KBTBD8,9,7,264,99,0.195356168,0.046866842,0.020321087,0.025743986,0.720316623,0.083333333,0.974169742,0.5625,0.083333333,0.14516129
KDM5B,9,2,269,99,0.211229622,0.061904331,0.000306961,0.000275799,0.733509235,0.083333333,0.992619926,0.818181818,0.083333333,0.151260504
KIAA1024,9,6,265,99,0.197457075,0.049874339,0.015152552,0.013650006,0.722955145,0.083333333,0.977859779,0.6,0.083333333,0.146341463
MBD6,9,3,268,99,0.206590856,0.058896833,0.000932709,0.000960869,0.730870712,0.083333333,0.988929889,0.75,0.083333333,0.15
MED13,9,6,265,99,0.197457075,0.049874339,0.015152552,0.013650006,0.722955145,0.083333333,0.977859779,0.6,0.083333333,0.146341463
MESDC1,9,0,271,99,0.228704811,0.067919327,9.68E-06,9.17E-06,0.73878628,0.083333333,1,1,0.083333333,0.153846154
MSH3,9,4,267,99,0.202931808,0.055889335,0.002303557,0.002714276,0.72823219,0.083333333,0.985239852,0.692307692,0.083333333,0.148760331
NDST1,9,4,267,99,0.202931808,0.055889335,0.002303557,0.002714276,0.72823219,0.083333333,0.985239852,0.692307692,0.083333333,0.148760331
PALM2-AKAP2,9,9,262,99,0.192034394,0.040851846,0.057504927,0.071324068,0.715039578,0.083333333,0.966789668,0.5,0.083333333,0.142857143
PLK2,9,9,262,99,0.192034394,0.040851846,0.057504927,0.071324068,0.715039578,0.083333333,0.966789668,0.5,0.083333333,0.142857143
POTEH,9,10,261,99,0.190718225,0.037844348,0.070908639,0.107584577,0.712401055,0.083333333,0.963099631,0.473684211,0.083333333,0.141732283
RASA1,9,12,259,99,0.188615781,0.031829352,0.141259385,0.210792289,0.707124011,0.083333333,0.955719557,0.428571429,0.083333333,0.139534884
RBM12B,9,3,268,99,0.206590856,0.058896833,0.000932709,0.000960869,0.730870712,0.083333333,0.988929889,0.75,0.083333333,0.15
SMARCC1,9,5,266,99,0.199945329,0.052881837,0.004903674,0.006501917,0.725593668,0.083333333,0.981549815,0.642857143,0.083333333,0.147540984
SPRED1,9,7,264,99,0.195356168,0.046866842,0.020321087,0.025743986,0.720316623,0.083333333,0.974169742,0.5625,0.083333333,0.14516129
TCERG1,9,5,266,99,0.199945329,0.052881837,0.004903674,0.006501917,0.725593668,0.083333333,0.981549815,0.642857143,0.083333333,0.147540984
TNRC18,9,4,267,99,0.202931808,0.055889335,0.002303557,0.002714276,0.72823219,0.083333333,0.985239852,0.692307692,0.083333333,0.148760331
TPTE,9,16,255,99,0.185985635,0.019799361,0.369945819,0.528157935,0.696569921,0.083333333,0.94095941,0.36,0.083333333,0.135338346
WTAP,9,9,262,99,0.192034394,0.040851846,0.057504927,0.071324068,0.715039578,0.083333333,0.966789668,0.5,0.083333333,0.142857143
XKR6,9,4,267,99,0.202931808,0.055889335,0.002303557,0.002714276,0.72823219,0.083333333,0.985239852,0.692307692,0.083333333,0.148760331
ZNF716,9,5,266,99,0.199945329,0.052881837,0.004903674,0.006501917,0.725593668,0.083333333,0.981549815,0.642857143,0.083333333,0.147540984
ACKR4,8,6,265,100,0.194549183,0.042327748,0.029318133,0.034174425,0.720316623,0.074074074,0.977859779,0.571428571,0.074074074,0.131147541
ANK3,8,8,263,100,0.19117187,0.036312752,0.084404838,0.096084462,0.715039578,0.074074074,0.970479705,0.5,0.074074074,0.129032258
ANKRD13C,8,1,270,100,0.212947053,0.057365237,0.000245793,0.000225513,0.733509235,0.074074074,0.996309963,0.888888889,0.074074074,0.136752137
C11orf57,8,6,265,100,0.194549183,0.042327748,0.029318133,0.034174425,0.720316623,0.074074074,0.977859779,0.571428571,0.074074074,0.131147541
C12orf29,8,3,268,100,0.202768945,0.051350241,0.002609713,0.00308471,0.72823219,0.074074074,0.988929889,0.727272727,0.074074074,0.134453782
C18orf25,8,2,269,100,0.207050836,0.054357739,0.000934984,0.000960971,0.730870712,0.074074074,0.992619926,0.8,0.074074074,0.13559322
C3orf70,8,3,268,100,0.202768945,0.051350241,0.002609713,0.00308471,0.72823219,0.074074074,0.988929889,0.727272727,0.074074074,0.134453782
CAMSAP2,8,5,266,100,0.196754877,0.045335246,0.011819986,0.017638264,0.722955145,0.074074074,0.981549815,0.615384615,0.074074074,0.132231405
CNNM1,8,3,268,100,0.202768945,0.051350241,0.002609713,0.00308471,0.72823219,0.074074074,0.988929889,0.727272727,0.074074074,0.134453782
CNNM4,8,2,269,100,0.207050836,0.054357739,0.000934984,0.000960971,0.730870712,0.074074074,0.992619926,0.8,0.074074074,0.13559322
COLGALT2,8,2,269,100,0.207050836,0.054357739,0.000934984,0.000960971,0.730870712,0.074074074,0.992619926,0.8,0.074074074,0.13559322
CSNK1A1,8,2,269,100,0.207050836,0.054357739,0.000934984,0.000960971,0.730870712,0.074074074,0.992619926,0.8,0.074074074,0.13559322
CXCL5,8,3,268,100,0.202768945,0.051350241,0.002609713,0.00308471,0.72823219,0.074074074,0.988929889,0.727272727,0.074074074,0.134453782
DLGAP4,8,9,262,100,0.189874035,0.033305254,0.099704796,0.144285215,0.712401055,0.074074074,0.966789668,0.470588235,0.074074074,0.128
DPP4,8,13,258,100,0.186450716,0.021275263,0.325548665,0.450859013,0.701846966,0.074074074,0.95202952,0.380952381,0.074074074,0.124031008
EPN2,8,1,270,100,0.212947053,0.057365237,0.000245793,0.000225513,0.733509235,0.074074074,0.996309963,0.888888889,0.074074074,0.136752137
FBXO48,8,1,270,100,0.212947053,0.057365237,0.000245793,0.000225513,0.733509235,0.074074074,0.996309963,0.888888889,0.074074074,0.136752137
FBXW7,8,35,236,100,0.189413757,0.04488969,0.152235541,0.178076243,0.643799472,0.074074074,0.870848708,0.186046512,0.074074074,0.105960265
FOXP2,8,2,269,100,0.207050836,0.054357739,0.000934984,0.000960971,0.730870712,0.074074074,0.992619926,0.8,0.074074074,0.13559322
HAND2,8,7,264,100,0.192712695,0.03932025,0.040259711,0.059744265,0.7176781,0.074074074,0.974169742,0.533333333,0.074074074,0.130081301
HNRNPR,8,3,268,100,0.202768945,0.051350241,0.002609713,0.00308471,0.72823219,0.074074074,0.988929889,0.727272727,0.074074074,0.134453782
HPS3,8,7,264,100,0.192712695,0.03932025,0.040259711,0.059744265,0.7176781,0.074074074,0.974169742,0.533333333,0.074074074,0.130081301
IGF1R,8,7,264,100,0.192712695,0.03932025,0.040259711,0.059744265,0.7176781,0.074074074,0.974169742,0.533333333,0.074074074,0.130081301
IGF2BP1,8,4,267,100,0.199437853,0.048342743,0.005963722,0.008005152,0.725593668,0.074074074,0.985239852,0.666666667,0.074074074,0.133333333
KCNA4,8,2,269,100,0.207050836,0.054357739,0.000934984,0.000960971,0.730870712,0.074074074,0.992619926,0.8,0.074074074,0.13559322
KIAA2022,8,8,263,100,0.19117187,0.036312752,0.084404838,0.096084462,0.715039578,0.074074074,0.970479705,0.5,0.074074074,0.129032258
KIAA2026,8,6,265,100,0.194549183,0.042327748,0.029318133,0.034174425,0.720316623,0.074074074,0.977859779,0.571428571,0.074074074,0.131147541
MAGI1,8,1,270,100,0.212947053,0.057365237,0.000245793,0.000225513,0.733509235,0.074074074,0.996309963,0.888888889,0.074074074,0.136752137
MECOM,8,8,263,100,0.19117187,0.036312752,0.084404838,0.096084462,0.715039578,0.074074074,0.970479705,0.5,0.074074074,0.129032258
MEX3A,8,7,264,100,0.192712695,0.03932025,0.040259711,0.059744265,0.7176781,0.074074074,0.974169742,0.533333333,0.074074074,0.130081301
MGAT3,8,2,269,100,0.207050836,0.054357739,0.000934984,0.000960971,0.730870712,0.074074074,0.992619926,0.8,0.074074074,0.13559322
MKNK2,8,4,267,100,0.199437853,0.048342743,0.005963722,0.008005152,0.725593668,0.074074074,0.985239852,0.666666667,0.074074074,0.133333333
MMP16,8,0,271,100,0.223700298,0.060372735,3.59E-05,3.59E-05,0.736147757,0.074074074,1,1,0.074074074,0.137931034
MXD1,8,8,263,100,0.19117187,0.036312752,0.084404838,0.096084462,0.715039578,0.074074074,0.970479705,0.5,0.074074074,0.129032258
NFASC,8,4,267,100,0.199437853,0.048342743,0.005963722,0.008005152,0.725593668,0.074074074,0.985239852,0.666666667,0.074074074,0.133333333
NR4A2,8,5,266,100,0.196754877,0.045335246,0.011819986,0.017638264,0.722955145,0.074074074,0.981549815,0.615384615,0.074074074,0.132231405
PCDH19,8,8,263,100,0.19117187,0.036312752,0.084404838,0.096084462,0.715039578,0.074074074,0.970479705,0.5,0.074074074,0.129032258
PIK3R2,8,1,270,100,0.212947053,0.057365237,0.000245793,0.000225513,0.733509235,0.074074074,0.996309963,0.888888889,0.074074074,0.136752137
POF1B,8,2,269,100,0.207050836,0.054357739,0.000934984,0.000960971,0.730870712,0.074074074,0.992619926,0.8,0.074074074,0.13559322
POLE,8,25,246,100,0.185265931,0.014814712,0.688297815,0.715302209,0.670184697,0.074074074,0.907749077,0.242424242,0.074074074,0.113475177
PRRG1,8,4,267,100,0.199437853,0.048342743,0.005963722,0.008005152,0.725593668,0.074074074,0.985239852,0.666666667,0.074074074,0.133333333
RBM25,8,1,270,100,0.212947053,0.057365237,0.000245793,0.000225513,0.733509235,0.074074074,0.996309963,0.888888889,0.074074074,0.136752137
ROCK1,8,10,261,100,0.188779996,0.030297756,0.177580472,0.204660274,0.709762533,0.074074074,0.963099631,0.444444444,0.074074074,0.126984127
SH3D19,8,3,268,100,0.202768945,0.051350241,0.002609713,0.00308471,0.72823219,0.074074074,0.988929889,0.727272727,0.074074074,0.134453782
SMURF1,8,4,267,100,0.199437853,0.048342743,0.005963722,0.008005152,0.725593668,0.074074074,0.985239852,0.666666667,0.074074074,0.133333333
SOX4,8,5,266,100,0.196754877,0.045335246,0.011819986,0.017638264,0.722955145,0.074074074,0.981549815,0.615384615,0.074074074,0.132231405
SOX9,8,5,266,100,0.196754877,0.045335246,0.011819986,0.017638264,0.722955145,0.074074074,0.981549815,0.615384615,0.074074074,0.132231405
TMC7,8,2,269,100,0.207050836,0.054357739,0.000934984,0.000960971,0.730870712,0.074074074,0.992619926,0.8,0.074074074,0.13559322
TNFSF11,8,4,267,100,0.199437853,0.048342743,0.005963722,0.008005152,0.725593668,0.074074074,0.985239852,0.666666667,0.074074074,0.133333333
TP63,8,3,268,100,0.202768945,0.051350241,0.002609713,0.00308471,0.72823219,0.074074074,0.988929889,0.727272727,0.074074074,0.134453782
VANGL2,8,5,266,100,0.196754877,0.045335246,0.011819986,0.017638264,0.722955145,0.074074074,0.981549815,0.615384615,0.074074074,0.132231405
VEGFA,8,0,271,100,0.223700298,0.060372735,3.59E-05,3.59E-05,0.736147757,0.074074074,1,1,0.074074074,0.137931034
WDR33,8,5,266,100,0.196754877,0.045335246,0.011819986,0.017638264,0.722955145,0.074074074,0.981549815,0.615384615,0.074074074,0.132231405
ZBTB41,8,10,261,100,0.188779996,0.030297756,0.177580472,0.204660274,0.709762533,0.074074074,0.963099631,0.444444444,0.074074074,0.126984127
ZNF217,8,3,268,100,0.202768945,0.051350241,0.002609713,0.00308471,0.72823219,0.074074074,0.988929889,0.727272727,0.074074074,0.134453782
ABHD17B,7,4,267,101,0.196131078,0.040796152,0.01483026,0.022530424,0.722955145,0.064814815,0.985239852,0.636363636,0.064814815,0.117647059
AGO4,7,3,268,101,0.199105295,0.043803649,0.007053548,0.009549583,0.725593668,0.064814815,0.988929889,0.7,0.064814815,0.118644068
AHDC1,7,6,265,101,0.191873868,0.034781156,0.05697835,0.080484662,0.7176781,0.064814815,0.977859779,0.538461538,0.064814815,0.115702479
AK2,7,2,269,101,0.202995574,0.046811147,0.002770553,0.003269458,0.72823219,0.064814815,0.992619926,0.777777778,0.064814815,0.11965812
AKAP6,7,4,267,101,0.196131078,0.040796152,0.01483026,0.022530424,0.722955145,0.064814815,0.985239852,0.636363636,0.064814815,0.117647059
AMMECR1,7,4,267,101,0.196131078,0.040796152,0.01483026,0.022530424,0.722955145,0.064814815,0.985239852,0.636363636,0.064814815,0.117647059
ARL4C,7,6,265,101,0.191873868,0.034781156,0.05697835,0.080484662,0.7176781,0.064814815,0.977859779,0.538461538,0.064814815,0.115702479
ATP11A,7,4,267,101,0.196131078,0.040796152,0.01483026,0.022530424,0.722955145,0.064814815,0.985239852,0.636363636,0.064814815,0.117647059
ATP2B2,7,5,266,101,0.193776058,0.037788654,0.043880186,0.045288578,0.720316623,0.064814815,0.981549815,0.583333333,0.064814815,0.116666667
ATPAF1,7,5,266,101,0.193776058,0.037788654,0.043880186,0.045288578,0.720316623,0.064814815,0.981549815,0.583333333,0.064814815,0.116666667
BAZ2B,7,5,266,101,0.193776058,0.037788654,0.043880186,0.045288578,0.720316623,0.064814815,0.981549815,0.583333333,0.064814815,0.116666667
BIRC6,7,7,264,101,0.190319939,0.031773658,0.07770949,0.12985299,0.715039578,0.064814815,0.974169742,0.5,0.064814815,0.114754098
CCDC90B,7,4,267,101,0.196131078,0.040796152,0.01483026,0.022530424,0.722955145,0.064814815,0.985239852,0.636363636,0.064814815,0.117647059
CCND1,7,2,269,101,0.202995574,0.046811147,0.002770553,0.003269458,0.72823219,0.064814815,0.992619926,0.777777778,0.064814815,0.11965812
CELF2,7,3,268,101,0.199105295,0.043803649,0.007053548,0.009549583,0.725593668,0.064814815,0.988929889,0.7,0.064814815,0.118644068
CEP290,7,9,262,101,0.187994251,0.025758662,0.168701809,0.272105006,0.709762533,0.064814815,0.966789668,0.4375,0.064814815,0.112903226
CHD4,7,23,248,101,0.185478255,0.016346308,0.673916041,0.658441624,0.672823219,0.064814815,0.915129151,0.233333333,0.064814815,0.101449275
CIT,7,3,268,101,0.199105295,0.043803649,0.007053548,0.009549583,0.725593668,0.064814815,0.988929889,0.7,0.064814815,0.118644068
CNTNAP1,7,7,264,101,0.190319939,0.031773658,0.07770949,0.12985299,0.715039578,0.064814815,0.974169742,0.5,0.064814815,0.114754098
COBLL1,7,3,268,101,0.199105295,0.043803649,0.007053548,0.009549583,0.725593668,0.064814815,0.988929889,0.7,0.064814815,0.118644068
COL7A1,7,2,269,101,0.202995574,0.046811147,0.002770553,0.003269458,0.72823219,0.064814815,0.992619926,0.777777778,0.064814815,0.11965812
CREBRF,7,8,263,101,0.189043532,0.02876616,0.142619949,0.193941161,0.712401055,0.064814815,0.970479705,0.466666667,0.064814815,0.113821138
DDX18,7,3,268,101,0.199105295,0.043803649,0.007053548,0.009549583,0.725593668,0.064814815,0.988929889,0.7,0.064814815,0.118644068
DDX3X,7,1,270,101,0.208457676,0.049818645,0.000806851,0.000834798,0.730870712,0.064814815,0.996309963,0.875,0.064814815,0.120689655
DENND6A,7,2,269,101,0.202995574,0.046811147,0.002770553,0.003269458,0.72823219,0.064814815,0.992619926,0.777777778,0.064814815,0.11965812
DYNC1LI2,7,4,267,101,0.196131078,0.040796152,0.01483026,0.022530424,0.722955145,0.064814815,0.985239852,0.636363636,0.064814815,0.117647059
DZIP1,7,2,269,101,0.202995574,0.046811147,0.002770553,0.003269458,0.72823219,0.064814815,0.992619926,0.777777778,0.064814815,0.11965812
EFCAB14,7,2,269,101,0.202995574,0.046811147,0.002770553,0.003269458,0.72823219,0.064814815,0.992619926,0.777777778,0.064814815,0.11965812
ELAVL2,7,0,271,101,0.21872359,0.052826143,0.000132282,0.000140262,0.733509235,0.064814815,1,1,0.064814815,0.12173913
FAM19A2,7,3,268,101,0.199105295,0.043803649,0.007053548,0.009549583,0.725593668,0.064814815,0.988929889,0.7,0.064814815,0.118644068
FBXL3,7,9,262,101,0.187994251,0.025758662,0.168701809,0.272105006,0.709762533,0.064814815,0.966789668,0.4375,0.064814815,0.112903226
FMR1,7,3,268,101,0.199105295,0.043803649,0.007053548,0.009549583,0.725593668,0.064814815,0.988929889,0.7,0.064814815,0.118644068
FRYL,7,1,270,101,0.208457676,0.049818645,0.000806851,0.000834798,0.730870712,0.064814815,0.996309963,0.875,0.064814815,0.120689655
GFRA2,7,4,267,101,0.196131078,0.040796152,0.01483026,0.022530424,0.722955145,0.064814815,0.985239852,0.636363636,0.064814815,0.117647059
GOLT1B,7,3,268,101,0.199105295,0.043803649,0.007053548,0.009549583,0.725593668,0.064814815,0.988929889,0.7,0.064814815,0.118644068
HIVEP1,7,4,267,101,0.196131078,0.040796152,0.01483026,0.022530424,0.722955145,0.064814815,0.985239852,0.636363636,0.064814815,0.117647059
HMBOX1,7,1,270,101,0.208457676,0.049818645,0.000806851,0.000834798,0.730870712,0.064814815,0.996309963,0.875,0.064814815,0.120689655
IFT20,7,5,266,101,0.193776058,0.037788654,0.043880186,0.045288578,0.720316623,0.064814815,0.981549815,0.583333333,0.064814815,0.116666667
KCNK2,7,5,266,101,0.193776058,0.037788654,0.043880186,0.045288578,0.720316623,0.064814815,0.981549815,0.583333333,0.064814815,0.116666667
KIF20B,7,11,260,101,0.186436615,0.019743667,0.421388608,0.463337281,0.704485488,0.064814815,0.959409594,0.388888889,0.064814815,0.111111111
KLF3,7,3,268,101,0.199105295,0.043803649,0.007053548,0.009549583,0.725593668,0.064814815,0.988929889,0.7,0.064814815,0.118644068
KMT2D,7,12,259,101,0.185877498,0.016736169,0.43723689,0.571262256,0.701846966,0.064814815,0.955719557,0.368421053,0.064814815,0.11023622
KPNB1,7,1,270,101,0.208457676,0.049818645,0.000806851,0.000834798,0.730870712,0.064814815,0.996309963,0.875,0.064814815,0.120689655
LATS2,7,2,269,101,0.202995574,0.046811147,0.002770553,0.003269458,0.72823219,0.064814815,0.992619926,0.777777778,0.064814815,0.11965812
LIN28B,7,8,263,101,0.189043532,0.02876616,0.142619949,0.193941161,0.712401055,0.064814815,0.970479705,0.466666667,0.064814815,0.113821138
LIN9,7,4,267,101,0.196131078,0.040796152,0.01483026,0.022530424,0.722955145,0.064814815,0.985239852,0.636363636,0.064814815,0.117647059
MAN2A1,7,5,266,101,0.193776058,0.037788654,0.043880186,0.045288578,0.720316623,0.064814815,0.981549815,0.583333333,0.064814815,0.116666667
MAP3K2,7,3,268,101,0.199105295,0.043803649,0.007053548,0.009549583,0.725593668,0.064814815,0.988929889,0.7,0.064814815,0.118644068
MARK1,7,4,267,101,0.196131078,0.040796152,0.01483026,0.022530424,0.722955145,0.064814815,0.985239852,0.636363636,0.064814815,0.117647059
MDN1,7,9,262,101,0.187994251,0.025758662,0.168701809,0.272105006,0.709762533,0.064814815,0.966789668,0.4375,0.064814815,0.112903226
MFRP,7,3,268,101,0.199105295,0.043803649,0.007053548,0.009549583,0.725593668,0.064814815,0.988929889,0.7,0.064814815,0.118644068
MYO1A,7,2,269,101,0.202995574,0.046811147,0.002770553,0.003269458,0.72823219,0.064814815,0.992619926,0.777777778,0.064814815,0.11965812
NLGN1,7,5,266,101,0.193776058,0.037788654,0.043880186,0.045288578,0.720316623,0.064814815,0.981549815,0.583333333,0.064814815,0.116666667
NRIP1,7,0,271,101,0.21872359,0.052826143,0.000132282,0.000140262,0.733509235,0.064814815,1,1,0.064814815,0.12173913
OXR1,7,6,265,101,0.191873868,0.034781156,0.05697835,0.080484662,0.7176781,0.064814815,0.977859779,0.538461538,0.064814815,0.115702479
PAX6,7,4,267,101,0.196131078,0.040796152,0.01483026,0.022530424,0.722955145,0.064814815,0.985239852,0.636363636,0.064814815,0.117647059
PLCB1,7,4,267,101,0.196131078,0.040796152,0.01483026,0.022530424,0.722955145,0.064814815,0.985239852,0.636363636,0.064814815,0.117647059
POU2F3,7,2,269,101,0.202995574,0.046811147,0.002770553,0.003269458,0.72823219,0.064814815,0.992619926,0.777777778,0.064814815,0.11965812
POU4F2,7,2,269,101,0.202995574,0.046811147,0.002770553,0.003269458,0.72823219,0.064814815,0.992619926,0.777777778,0.064814815,0.11965812
PRKDC,7,9,262,101,0.187994251,0.025758662,0.168701809,0.272105006,0.709762533,0.064814815,0.966789668,0.4375,0.064814815,0.112903226
PTCH1,7,9,262,101,0.187994251,0.025758662,0.168701809,0.272105006,0.709762533,0.064814815,0.966789668,0.4375,0.064814815,0.112903226
RAB14,7,5,266,101,0.193776058,0.037788654,0.043880186,0.045288578,0.720316623,0.064814815,0.981549815,0.583333333,0.064814815,0.116666667
